word1,word2,pos,sv_score,relation,cf_score
allow,approve,V,5.81,HYPER/HYPONYMS,0.5264993459590727
permit,approve,V,6.97,HYPER/HYPONYMS,0.5536474107387034
approve,change,V,1.0,NONE,0.837718138055761
control,enforce,V,5.64,NONE,0.8058813790872807
control,impose,V,4.65,NONE,0.8121330443181877
enforce,impose,V,6.64,SYNONYMS,0.3388175158667509
impose,cheat,V,1.16,NONE,0.9998218049587865
rebel,protest,V,7.64,HYPER/HYPONYMS,0.82763730908386
collaborate,conspire,V,4.23,NONE,0.7639904980299796
conspire,protest,V,1.83,NONE,0.9301927327878806
protest,release,V,1.16,NONE,0.9356109334230723
